disc_loss,epoch,gen_loss,step,val_acc,val_loss
,0,,389,0.492000013589859,0.7070267796516418
0.2481003850698471,0,0.24566775560379028,389,,
,1,,779,0.49230000376701355,0.7068101763725281
0.1340206116437912,1,0.1298176795244217,779,,
