epoch,nll,penalty,step,train_acc,train_loss,val_acc,val_loss
0,,,389,,,0.10289999842643738,1.7494539022445679
0,0.3901856243610382,0.005961997900158167,389,0.8481770753860474,0.39053377509117126,,
